Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Total_Productive_Hours,Is_Overworked,Free_Time,Study_Productive_Ratio
8.5,0.4,7.8,1.5,5.8,3.01,2,14.700000000000001,0,0.0,0.5782312531815474
9.8,1.9,9.0,1.8,1.5,3.5,2,13.200000000000001,1,0.0,0.742424186179986
9.8,2.4,9.1,2.4,0.3,3.38,2,12.500000000000002,0,0.0,0.783999937280005
6.1,0.8,8.1,2.5,6.5,2.67,1,13.4,0,0.0,0.4552238466250861
8.9,1.1,9.1,2.1,2.8,3.2,2,12.799999999999999,0,0.0,0.6953124456787153
8.3,0.4,8.1,2.7,4.5,3.01,2,13.200000000000001,0,0.0,0.6287878311524371
8.7,3.5,6.1,0.5,5.2,3.37,2,17.4,0,0.0,0.49999997126436946
5.1,2.6,8.0,3.3,5.0,2.65,0,12.7,0,0.0,0.40157477152954557
8.0,2.0,9.9,0.6,3.5,2.93,1,13.5,0,0.0,0.5925925486968483
8.5,1.6,7.1,4.3,2.5,3.39,2,12.6,0,0.0,0.6746031210632444
6.4,0.3,5.4,5.4,6.5,3.29,2,13.200000000000001,0,0.0,0.4848484481175418
6.0,1.3,6.1,2.1,8.5,2.91,1,15.8,0,0.0,0.37974681140842964
5.3,3.2,6.2,3.2,6.1,2.64,0,14.599999999999998,0,0.0,0.36301367376618676
9.4,2.6,7.7,1.4,2.9,3.66,2,14.9,0,0.0,0.6308724408810443
10.0,2.6,7.8,2.6,1.0,3.26,2,13.6,0,0.0,0.7352940635813189
7.3,0.2,7.8,5.7,3.0,3.2,1,10.5,0,0.0,0.6952380290249497
6.0,2.1,5.5,2.7,7.7,2.72,2,15.799999999999999,0,0.0,0.3797468114084297
8.8,1.4,8.3,4.4,1.1,3.1,2,11.3,0,0.0,0.7787609930300007
10.0,3.7,7.7,2.2,0.4,3.44,2,14.100000000000001,0,0.0,0.7092198078567512
7.6,2.5,5.4,4.5,4.0,3.17,2,14.1,0,0.0,0.5390070539711309
8.9,2.8,5.2,1.8,5.3,3.3,2,17.0,0,0.0,0.5235293809688599
6.3,1.4,5.4,5.6,5.3,2.58,2,13.0,0,0.0,0.484615347337281
7.0,1.8,8.0,3.1,4.1,3.15,1,12.9,0,0.0,0.5426356168499522
9.6,2.0,10.0,2.0,0.4,3.46,2,12.0,0,0.0,0.799999933333339
6.9,3.5,9.3,3.5,0.8,3.02,1,11.2,0,0.0,0.616071373565056
9.0,1.2,5.4,2.4,6.0,3.46,2,16.2,0,0.0,0.5555555212620048
6.7,3.9,8.2,4.3,0.9,2.83,1,11.5,0,0.0,0.5826086449905526
5.7,3.4,9.6,2.6,2.7,3.13,0,11.8,0,0.0,0.4830508065211181
5.9,2.0,7.0,0.9,8.2,3.0,0,16.1,0,0.0,0.3664596045677264
6.8,0.3,5.1,0.8,11.0,3.03,2,18.1,1,0.0,0.37569058697842056
9.8,1.7,6.6,3.0,2.9,3.58,2,14.4,0,0.0,0.6805555082947564
7.2,0.4,8.2,1.3,6.9,3.39,1,14.500000000000002,0,0.0,0.49655168989298687
5.8,0.2,8.9,2.8,6.3,3.11,0,12.299999999999999,1,0.0,0.4715446771101889
5.3,4.0,5.3,4.2,5.2,2.67,2,14.5,0,0.0,0.36551721617122646
8.5,0.2,7.5,6.0,1.8,3.21,2,10.5,0,0.0,0.8095237324263113
9.1,2.5,6.5,3.7,2.2,2.85,2,13.8,0,0.0,0.6594202420709969
5.7,3.5,7.2,1.2,6.4,3.04,0,15.600000000000001,0,0.0,0.36538459196252615
6.8,1.7,9.1,4.4,2.0,2.9,1,10.5,0,0.0,0.6476189859410489
5.1,1.0,8.8,0.8,8.3,2.25,0,14.4,1,0.0,0.35416664207176096
7.7,0.9,5.1,1.4,8.9,3.15,2,17.5,0,0.0,0.43999997485714426
5.5,2.2,7.3,5.1,3.9,2.94,0,11.600000000000001,0,0.0,0.4741378901605267
5.5,2.0,5.8,1.9,8.8,2.79,2,16.3,0,0.0,0.33742329218262007
6.9,1.6,7.3,4.7,3.5,3.38,1,12.0,0,0.0,0.5749999520833374
9.5,3.8,8.9,0.6,1.2,3.3,2,14.5,0,0.0,0.6551723686088022
6.3,3.4,5.2,5.4,3.7,3.31,2,13.4,0,0.0,0.4701492186455807
7.3,2.5,8.3,5.3,0.6,3.36,1,10.399999999999999,1,0.0,0.70192300943048
5.3,2.1,5.8,4.4,6.4,3.11,2,13.799999999999999,0,0.0,0.38405794318420705
7.6,2.7,5.2,0.5,8.0,3.07,2,18.3,0,0.0,0.4153005237540697
5.4,0.0,9.8,4.4,4.4,2.85,0,9.8,0,0.0,0.5510203519366988
6.8,1.2,6.7,4.6,4.7,2.81,1,12.7,0,0.0,0.5354330287060608
5.9,0.4,8.3,4.6,4.8,2.99,0,11.1,0,0.0,0.5315314836458124
6.3,0.1,5.4,5.8,6.4,3.14,2,12.799999999999999,1,0.0,0.49218746154785464
8.1,1.5,6.0,0.7,7.7,3.06,2,17.3,0,0.0,0.46820806542149906
8.1,3.1,8.2,2.4,2.2,3.09,2,13.4,0,3.552713678800501e-15,0.6044775668300323
9.9,2.4,7.9,2.8,1.0,3.67,2,13.3,1,0.0,0.7443608462886582
9.1,2.6,5.6,2.0,4.7,3.16,2,16.400000000000002,0,0.0,0.5548780149464624
7.2,2.5,9.7,1.1,3.5,2.69,1,13.2,0,0.0,0.5454545041322346
5.6,0.8,9.4,3.9,4.3,3.01,0,10.7,0,0.0,0.5233644370687442
9.3,3.4,9.6,0.4,1.3,3.28,2,14.000000000000002,0,0.0,0.6642856668367381
8.8,1.8,9.2,3.1,1.1,3.45,2,11.700000000000001,0,0.0,0.7521366878515652
5.9,2.2,9.9,5.6,0.4,3.12,0,8.5,0,0.0,0.6941175653979336
5.2,0.7,5.7,4.4,8.0,2.67,2,13.899999999999999,0,0.0,0.37410069251074163
7.5,3.4,8.7,2.4,2.0,3.24,1,12.9,0,0.0,0.5813953037678059
8.0,2.0,6.5,3.4,4.1,3.35,1,14.1,0,0.0,0.567375846285401
8.2,3.0,5.8,2.8,4.2,3.31,2,15.399999999999999,0,0.0,0.532467497891721
5.0,1.0,8.6,6.0,3.4,2.71,0,9.4,0,0.0,0.5319148370303365
9.0,0.8,7.8,4.4,2.0,3.18,2,11.8,0,0.0,0.7627117997701864
8.1,0.8,6.8,4.7,3.6,3.19,2,12.5,0,0.0,0.6479999481600042
8.8,0.1,8.7,1.2,5.2,3.32,2,14.1,0,0.0,0.6241134309139411
9.8,1.5,6.6,0.9,5.2,3.61,2,16.5,0,0.0,0.5939393579430692
10.0,1.5,7.2,3.8,1.5,3.43,2,13.0,0,0.0,0.7692307100591762
9.4,2.4,7.0,2.1,3.1,3.1,2,14.9,0,0.0,0.6308724408810443
9.0,0.4,7.9,2.9,3.8,3.6,2,13.200000000000001,0,0.0,0.6818181301652931
8.2,0.3,7.9,3.4,4.2,3.64,2,12.7,0,0.0,0.6456692404984851
8.4,3.2,6.3,5.0,1.1,3.5,2,12.7,0,0.0,0.6614172707545457
7.5,0.3,5.3,2.0,8.9,3.26,2,16.7,0,0.0,0.4491017695148641
8.9,2.1,7.2,0.9,4.9,3.53,2,15.9,0,0.0,0.5597483924686546
6.6,1.7,5.4,1.3,9.0,3.29,2,17.3,0,3.552713678800501e-15,0.3815028681212214
10.0,3.7,8.2,0.9,1.2,3.63,2,14.899999999999999,0,3.552713678800501e-15,0.6711408945543025
8.2,3.1,5.6,2.5,4.6,3.16,2,15.899999999999999,0,0.0,0.5157232380048278
7.9,2.4,5.9,2.2,5.6,3.4,2,15.9,0,0.0,0.4968553146631878
6.7,0.1,5.1,5.0,7.1,3.03,2,13.9,0,0.0,0.48201435381191704
6.5,3.8,6.3,2.6,4.8,2.62,1,15.100000000000001,1,0.0,0.43046354765142064
9.4,3.4,5.9,4.3,1.0,3.18,2,13.8,1,0.0,0.6811593709304804
5.7,0.3,8.6,3.0,6.4,2.28,0,12.400000000000002,0,0.0,0.45967738228408206
7.2,2.9,8.8,0.8,4.3,2.88,1,14.4,0,0.0,0.49999996527778023
8.8,2.6,9.8,0.2,2.6,3.38,2,14.0,0,0.0,0.6285713836734727
5.3,1.1,6.3,1.5,9.8,2.75,0,16.200000000000003,1,0.0,0.32716047363206946
6.4,3.0,7.2,4.7,2.7,3.03,1,12.100000000000001,0,0.0,0.5289255761218532
5.3,2.0,5.2,0.4,11.1,2.31,2,18.4,0,3.552713678800501e-15,0.28804346260633357
6.7,3.6,5.1,4.0,4.6,3.18,2,14.9,0,0.0,0.44966439935138264
9.8,2.2,9.7,0.1,2.2,3.16,2,14.2,0,0.0,0.6901407964689581
8.7,3.9,6.3,3.3,1.8,3.2,2,14.4,0,0.0,0.6041666247106511
6.0,2.3,7.3,5.8,2.6,2.58,1,10.899999999999999,0,0.0,0.5504586650955354
5.6,0.6,6.1,1.5,10.2,3.07,0,16.4,0,0.0,0.34146339381320767
9.3,2.2,7.6,0.6,4.3,3.48,2,15.8,0,0.0,0.588607557683066
5.3,2.8,7.7,0.5,7.7,2.93,0,15.8,0,0.0,0.33544301674411287
7.3,1.9,5.8,5.7,3.3,3.18,2,12.5,0,0.0,0.5839999532800038
7.3,1.6,8.3,3.3,3.5,3.28,1,12.4,1,0.0,0.5887096299427718
5.3,2.1,9.0,2.8,4.8,2.67,0,12.2,0,0.0,0.43442619389949233
5.8,1.3,8.8,3.1,5.0,2.71,0,12.100000000000001,0,0.0,0.47933880336042944
6.0,3.5,9.4,4.4,0.7,2.84,1,10.2,0,0.0,0.588235236447526
9.9,3.1,5.1,0.4,5.5,3.17,2,18.5,0,0.0,0.5351351062089131
7.3,3.6,7.7,2.7,2.7,3.15,1,13.6,0,0.0,0.5367646664143628
9.1,1.5,8.9,4.3,0.2,3.21,2,10.799999999999999,0,0.0,0.8425925145747672
6.0,2.1,6.4,4.8,4.7,3.27,1,12.799999999999999,1,0.0,0.4687499633789092
9.0,1.6,9.6,2.0,1.8,3.57,2,12.4,0,0.0,0.7258063930801296
5.8,2.8,9.0,1.9,4.5,2.8,0,13.100000000000001,0,0.0,0.44274805780549176
5.9,3.6,8.3,0.9,5.3,2.8,0,14.799999999999999,0,0.0,0.39864862171293103
7.2,2.5,5.4,5.3,3.6,3.08,2,13.3,0,0.0,0.5413533427553878
9.8,1.7,9.9,1.7,0.9,3.75,2,12.4,0,0.0,0.7903225169094745
8.2,0.7,9.4,2.4,3.3,3.47,2,12.2,0,0.0,0.6721310924482712
8.6,3.6,5.4,4.4,2.0,3.81,2,14.2,0,0.0,0.6056337601666366
5.9,3.4,9.1,3.0,2.6,2.68,0,11.9,0,0.0,0.4957982776640103
7.4,3.3,7.3,2.1,3.9,3.34,1,14.600000000000001,0,0.0,0.506849280352789
7.5,3.3,6.7,1.0,5.5,3.29,1,16.3,0,0.0,0.4601226711581183
5.5,1.0,5.7,2.1,9.7,2.93,2,16.2,0,0.0,0.3395061518823363
7.3,3.0,8.3,3.4,2.0,3.29,1,12.3,0,0.0,0.5934958867076515
7.4,3.9,8.2,0.6,3.9,3.02,1,15.200000000000001,0,0.0,0.48684207323407414
8.4,1.3,8.4,0.4,5.5,3.32,2,15.200000000000001,0,0.0,0.5526315425900301
6.1,3.3,6.4,3.9,4.3,2.86,1,13.7,0,0.0,0.44525544195215755
8.5,2.1,6.5,1.3,5.6,3.38,2,16.2,0,0.0,0.5246913256363379
9.4,3.1,8.9,1.7,0.9,3.45,2,13.4,0,0.0,0.7014924849632475
6.3,3.6,8.4,3.2,2.5,2.92,1,12.4,0,0.0,0.5080644751560908
7.3,3.5,7.7,2.1,3.4,2.9,1,14.2,1,0.0,0.5140844708391218
9.9,0.4,7.1,0.3,6.3,3.55,2,16.599999999999998,1,0.0,0.5963855062418371
6.4,3.4,6.5,5.5,2.2,3.0,1,12.000000000000002,0,0.0,0.5333332888888925
8.8,3.2,5.1,5.8,1.1,3.13,2,13.100000000000001,0,0.0,0.6717556739117806
9.1,1.1,9.4,0.5,3.9,3.58,2,14.1,0,0.0,0.6453900251496436
8.5,2.2,5.5,1.5,6.3,3.27,2,17.0,0,0.0,0.499999970588237
6.5,2.4,6.5,1.8,6.8,2.91,1,15.700000000000001,0,0.0,0.4140127124832667
8.7,0.2,9.5,4.8,0.8,3.5,2,9.7,0,0.0,0.8969071240301935
9.5,0.7,5.4,1.4,7.0,3.77,2,17.2,0,0.0,0.5523255492833983
9.0,0.1,7.9,6.0,1.0,3.36,2,10.1,0,0.0,0.8910890206842554
5.3,3.3,8.0,0.7,6.7,3.03,0,15.3,0,0.0,0.3464052061173068
5.5,3.6,8.3,5.0,1.6,2.86,0,10.7,0,0.0,0.5140186435496595
7.6,1.7,6.6,2.6,5.5,3.34,1,14.799999999999999,0,0.0,0.5135134788166569
8.9,2.4,9.5,1.4,1.8,3.66,2,13.100000000000001,0,0.0,0.6793892611153236
8.0,2.8,6.2,3.1,3.9,3.46,1,14.7,1,0.0,0.5442176500532211
5.5,1.5,7.4,3.9,5.7,2.85,0,12.7,0,0.0,0.4330708320416668
8.7,2.0,8.2,0.4,4.7,3.42,2,15.399999999999999,0,3.552713678800501e-15,0.5649350282509722
6.3,1.4,7.4,0.3,8.6,2.86,1,16.299999999999997,0,3.552713678800501e-15,0.3865030437728194
9.9,1.3,7.4,1.1,4.3,3.35,2,15.5,0,0.0,0.6387096362122816
8.1,1.1,6.0,3.1,5.7,3.15,2,14.9,0,0.0,0.5436241245889849
9.0,2.3,7.6,1.5,3.6,3.2,2,14.899999999999999,0,0.0,0.6040268050988722
9.7,1.6,5.4,3.7,3.6,3.39,2,14.899999999999999,0,3.552713678800501e-15,0.6510066677176733
7.5,3.5,7.5,3.9,1.6,2.97,1,12.6,0,0.0,0.5952380479969803
10.0,0.5,6.4,2.4,4.7,3.14,2,15.2,0,0.0,0.6578946935595597
9.5,2.9,8.0,1.1,2.5,3.11,2,14.9,0,0.0,0.6375838498265872
9.1,3.8,9.1,0.0,2.0,3.27,2,14.899999999999999,0,0.0,0.6107382140444152
6.3,0.2,8.0,4.1,5.4,2.97,1,11.899999999999999,0,0.0,0.5294117202175026
5.6,1.5,7.3,2.2,7.4,2.8,0,14.5,0,0.0,0.3862068699167676
8.8,0.3,5.4,2.1,7.4,3.12,2,16.500000000000004,0,0.0,0.5333333010101029
9.7,2.7,8.4,1.2,2.0,3.44,2,14.399999999999999,0,3.552713678800501e-15,0.673611064332565
8.2,3.7,8.1,3.5,0.5,3.23,2,12.399999999999999,0,0.0,0.6612902692507848
8.6,0.5,9.5,0.4,5.0,3.06,2,14.1,0,0.0,0.609929034756806
5.1,1.7,6.5,2.9,7.8,2.79,0,14.599999999999998,0,0.0,0.34931504456746276
7.9,0.2,5.6,3.4,6.9,3.44,2,15.0,0,0.0,0.5266666315555579
8.3,3.4,8.5,1.6,2.2,3.07,2,13.9,1,0.0,0.5971222591998375
8.4,1.1,6.5,4.7,3.3,3.54,2,12.799999999999999,0,0.0,0.6562499487304728
9.1,3.4,9.6,0.8,1.1,3.31,2,13.6,0,0.0,0.6691175978590002
6.6,2.3,6.9,3.6,4.6,3.2,1,13.5,0,0.0,0.4888888526748998
6.9,0.7,7.2,0.9,8.3,3.26,1,15.9,0,0.0,0.433962236857721
9.5,1.4,5.8,0.2,7.1,3.69,2,18.0,0,0.0,0.5277777484567917
6.7,0.3,7.0,1.9,8.1,3.28,1,15.100000000000001,0,0.0,0.44370857988684903
8.4,2.4,6.8,1.3,5.1,3.25,2,15.9,0,0.0,0.5283018535659212
8.4,0.6,7.4,0.2,7.4,3.32,2,16.400000000000002,0,3.552713678800501e-15,0.5121950907198115
7.5,3.9,6.9,0.2,5.5,3.11,1,16.9,0,3.552713678800501e-15,0.4437869559889375
5.8,0.1,8.8,2.8,6.5,2.8,0,12.4,0,0.0,0.46774189776275016
6.4,3.6,5.6,5.7,2.7,3.1,2,12.700000000000001,0,3.552713678800501e-15,0.5039369681939395
8.0,3.3,9.9,0.8,2.0,3.13,1,13.3,1,0.0,0.601503714172653
9.8,1.6,6.9,1.9,3.8,3.23,2,15.200000000000001,0,0.0,0.6447367996883685
7.8,2.2,8.8,4.3,0.9,3.2,1,10.899999999999999,1,0.0,0.715596264624196
7.2,1.2,6.3,1.2,8.1,3.05,1,16.5,0,0.0,0.43636360991735695
6.4,3.9,7.8,2.0,3.9,2.87,1,14.200000000000001,0,0.0,0.45070419361238073
7.9,0.6,7.2,3.8,4.5,2.68,1,13.0,0,0.0,0.6076922609467492
10.0,3.5,8.1,1.4,1.0,3.44,2,14.5,0,0.0,0.6896551248513707
8.1,0.8,7.0,0.2,7.9,3.74,2,16.8,0,0.0,0.4821428284438792
6.1,3.9,9.5,3.2,1.3,2.61,1,11.299999999999999,0,0.0,0.5398229610776141
7.7,3.5,5.7,4.7,2.4,3.21,2,13.6,0,0.0,0.5661764289576156
6.4,3.5,9.7,0.7,3.7,2.89,1,13.600000000000001,0,0.0,0.47058820069204405
7.3,3.9,7.4,4.7,0.7,2.74,1,11.9,0,3.552713678800501e-15,0.6134453266012331
6.4,0.8,8.8,2.3,5.7,3.21,1,12.900000000000002,1,0.0,0.4961239925485277
7.6,2.0,7.9,5.2,1.3,3.13,1,10.9,0,0.0,0.6972476424543447
9.1,3.1,7.9,3.7,0.2,3.42,2,12.399999999999999,0,3.552713678800501e-15,0.7338709085587978
6.0,0.4,9.3,2.6,5.7,3.02,1,12.1,1,0.0,0.4958677276142374
8.1,3.7,5.1,2.9,4.2,2.63,2,16.0,0,0.0,0.506249968359377
8.4,2.9,8.5,0.6,3.6,3.07,2,14.9,0,0.0,0.563758351425614
9.0,1.1,6.1,5.7,2.1,3.07,2,12.2,0,3.552713678800501e-15,0.7377048575651757
5.0,4.0,8.4,5.0,1.6,2.9,0,10.6,0,0.0,0.4716980687077294
8.7,0.6,8.8,4.5,1.4,3.41,2,10.7,0,0.0,0.8130840361603705
8.3,3.1,9.2,2.1,1.3,3.24,2,12.700000000000001,0,0.0,0.6535432556265154
5.4,1.6,7.0,0.4,9.6,2.63,0,16.6,0,0.0,0.32530118522282014
6.7,0.4,9.0,5.7,2.2,2.63,1,9.3,0,0.0,0.7204300300612871
5.4,2.0,9.0,4.2,3.4,2.85,0,10.8,0,0.0,0.49999995370370803
5.3,0.3,7.0,1.8,9.6,2.64,0,15.2,0,0.0,0.3486841875865666
9.0,3.7,7.0,3.9,0.4,3.16,2,13.100000000000001,0,0.0,0.6870228483188665
6.6,1.9,6.1,3.8,5.6,3.0,1,14.1,0,0.0,0.46808507318545584
6.8,2.6,5.6,5.3,3.7,3.08,2,13.1,1,0.0,0.5190839298409214
7.5,1.8,7.9,3.7,3.1,3.17,1,12.4,0,0.0,0.604838660900108
6.2,2.9,9.1,4.7,1.1,2.83,1,10.200000000000001,0,3.552713678800501e-15,0.6078430776624434
7.8,2.1,5.7,4.7,3.7,3.16,2,13.6,0,0.0,0.5735293695934287
6.4,0.5,8.1,0.3,8.7,2.61,1,15.6,0,0.0,0.41025638395792413
8.7,1.3,5.0,3.1,5.9,3.24,2,15.9,0,0.0,0.5471697769075612
9.2,0.0,6.2,4.4,4.2,3.41,2,13.399999999999999,0,0.0,0.6865671129427529
6.6,0.4,6.8,1.6,8.6,2.89,1,15.6,0,0.0,0.42307689595660924
8.9,3.6,7.2,3.9,0.4,3.51,2,12.9,0,0.0,0.6899224271377964
6.9,3.9,5.4,4.1,3.7,2.55,2,14.500000000000002,0,0.0,0.47586203614744577
8.2,2.8,5.0,1.0,7.0,3.2,2,18.0,0,0.0,0.4555555302469149
8.6,2.7,9.8,2.2,0.7,3.31,2,12.0,0,0.0,0.7166666069444494
6.5,0.4,8.9,3.9,4.3,3.01,1,11.200000000000001,0,0.0,0.5803570910395455
5.2,1.4,9.8,3.0,4.6,2.49,0,11.200000000000001,0,0.0,0.46428567283163635
6.0,1.5,6.8,0.3,9.4,2.44,1,16.9,0,0.0,0.35502956479115
8.8,1.7,9.1,3.7,0.7,3.44,2,11.2,0,3.552713678800501e-15,0.7857142155612309
7.4,3.5,6.1,4.1,2.9,2.88,1,13.8,0,0.0,0.536231845200591
8.0,1.2,5.7,3.9,5.2,3.03,2,14.399999999999999,0,3.552713678800501e-15,0.5555555169753114
8.2,1.6,8.6,1.1,4.5,3.46,2,14.299999999999999,0,0.0,0.5734265333268159
9.5,1.1,6.8,0.3,6.3,3.43,2,16.900000000000002,0,0.0,0.5621301442526541
6.3,3.3,5.1,2.3,7.0,2.74,2,16.6,1,0.0,0.3795180494266235
6.7,0.1,5.6,2.5,9.1,2.49,2,15.9,0,0.0,0.4213836212966276
7.7,2.4,5.0,2.8,6.1,3.12,2,16.2,0,0.0,0.4753086126352708
9.8,2.1,8.4,1.2,2.5,3.61,2,14.4,0,0.0,0.6805555082947564
7.6,3.9,5.6,0.1,6.8,3.28,2,18.299999999999997,0,0.0,0.4153005237540698
8.9,3.2,5.6,1.6,4.7,3.36,2,16.8,0,0.0,0.5297618732284599
6.7,1.5,5.0,1.8,9.0,3.31,2,17.2,0,0.0,0.3895348610735546
8.2,3.9,9.2,0.1,2.6,3.26,2,14.7,0,0.0,0.5578230913045517
8.9,1.8,7.0,1.8,4.5,3.38,2,15.200000000000001,1,0.0,0.5855262772680081
5.3,0.9,6.2,2.9,8.7,2.76,0,14.9,0,3.552713678800501e-15,0.35570467411378026
5.3,3.8,9.7,4.1,1.1,3.13,0,10.2,0,0.0,0.5196077921953145
10.0,2.2,9.8,0.2,1.8,3.25,2,14.0,0,0.0,0.7142856632653098
6.0,0.6,8.1,4.7,4.6,2.78,1,11.2,0,3.552713678800501e-15,0.5357142378826574
7.9,0.6,9.1,3.8,2.6,3.5,1,11.1,0,0.0,0.7117116475935453
6.3,1.4,9.6,1.7,5.0,2.74,1,12.700000000000001,0,3.552713678800501e-15,0.4960629530659092
7.3,3.6,8.5,0.3,4.3,2.93,1,15.2,0,0.0,0.48026312629847856
5.7,3.8,7.6,1.5,5.4,3.27,0,14.900000000000002,0,0.0,0.38255030989595235
7.5,2.7,5.4,1.6,6.8,3.09,2,17.0,0,0.0,0.4411764446366797
7.7,1.7,5.2,1.0,8.4,3.43,2,17.8,0,0.0,0.4325842453604356
7.2,0.8,5.2,5.1,5.7,2.99,2,13.700000000000001,0,0.0,0.5255474068943499
9.8,0.8,9.8,3.6,0.0,3.59,2,10.600000000000001,1,0.0,0.9245282146671495
8.6,3.9,7.8,1.0,2.7,3.69,2,15.200000000000001,0,0.0,0.5657894364612213
5.4,2.5,9.9,1.1,5.1,2.54,0,13.0,0,0.0,0.41538458343195517
9.0,3.6,9.7,1.6,0.1,3.44,2,12.7,0,0.0,0.7086613615227275
8.8,0.6,7.4,4.3,2.9,3.32,2,12.3,1,0.0,0.7154470963051142
6.2,2.6,8.3,1.0,5.9,3.23,1,14.700000000000001,0,0.0,0.42176867879124635
7.5,0.0,5.0,2.1,9.4,3.2,2,16.9,0,0.0,0.4437869559889375
9.6,0.9,8.2,1.2,4.1,3.62,2,14.6,0,3.552713678800501e-15,0.6575342015387533
8.6,0.4,7.1,0.2,7.7,3.2,2,16.7,0,3.552713678800501e-15,0.5149700290437108
7.4,2.6,5.6,1.7,6.7,3.26,2,16.700000000000003,0,3.552713678800501e-15,0.4431137459213325
10.0,0.2,8.8,1.9,3.1,3.46,2,13.299999999999999,0,0.0,0.7518796427158164
7.0,3.0,9.6,4.2,0.2,2.68,1,10.2,0,3.552713678800501e-15,0.6862744425221136
8.9,1.0,7.8,2.2,4.1,3.54,2,14.0,0,0.0,0.6357142403061258
8.3,1.0,6.0,5.5,3.2,3.25,2,12.5,0,0.0,0.6639999468800043
6.1,0.2,5.2,1.1,11.4,2.72,2,17.7,0,0.0,0.34463274889080514
9.3,1.1,9.8,2.2,1.6,3.79,2,12.0,0,0.0,0.7749999354166721
7.6,3.0,6.4,2.1,4.9,2.83,1,15.5,0,0.0,0.49032254901144845
9.5,3.8,9.5,0.5,0.7,3.4,2,14.0,0,0.0,0.6785713801020443
7.5,0.8,8.0,1.1,6.6,3.43,1,14.9,0,0.0,0.5033556709157267
6.7,3.4,6.0,0.4,7.5,2.48,1,17.599999999999998,0,0.0,0.38068179655217066
9.1,3.3,6.7,3.4,1.5,3.4,2,13.899999999999999,0,3.552713678800501e-15,0.6546762118937978
8.9,2.6,5.8,5.3,1.4,2.98,2,12.9,0,0.0,0.6899224271377964
7.1,0.2,5.6,4.6,6.5,3.13,2,13.799999999999999,0,0.0,0.5144927163411076
5.0,1.7,7.6,0.3,9.4,2.53,0,16.1,1,0.0,0.310558986921802
6.2,0.0,8.6,5.8,3.4,2.71,1,9.6,0,0.0,0.6458332660590349
6.1,2.7,8.7,5.1,1.4,2.57,1,10.2,0,0.0,0.5980391570549847
6.6,2.9,9.1,1.0,4.4,2.85,1,13.9,0,0.0,0.47482010972517197
6.9,3.6,9.0,4.4,0.1,2.92,1,10.6,0,0.0,0.6509433348166667
8.0,2.6,5.4,3.3,4.7,3.48,2,15.299999999999999,1,0.0,0.5228757828185764
8.5,0.7,8.9,3.4,2.5,3.41,2,11.7,0,0.0,0.72649566440208
6.5,2.9,8.8,0.6,5.2,2.67,1,14.6,1,0.0,0.4452054489585309
7.6,2.0,6.8,5.6,2.0,3.25,1,11.6,0,0.0,0.6551723573127278
8.6,1.8,9.6,2.8,1.2,3.47,2,11.6,0,0.0,0.7413792464328236
8.6,3.4,6.4,4.5,1.1,3.18,2,13.1,0,0.0,0.6564884995046947
6.7,3.9,9.3,2.9,1.2,2.78,1,11.8,0,0.0,0.5677965620511388
8.6,2.2,9.7,1.7,1.8,3.07,2,12.600000000000001,0,0.0,0.6825396283698707
8.9,2.9,6.9,0.1,5.2,3.26,2,17.0,0,0.0,0.5235293809688599
9.2,0.0,8.5,5.8,0.5,3.08,2,9.7,0,0.0,0.9484535104687103
8.5,3.3,7.7,4.4,0.1,3.2,2,11.899999999999999,0,0.0,0.7142856542617099
5.3,2.0,8.6,5.2,2.9,2.89,0,10.2,0,3.552713678800501e-15,0.5196077921953145
7.8,1.6,5.7,5.2,3.7,3.06,2,13.1,0,0.0,0.595419801876351
5.8,1.2,6.5,5.2,5.3,3.08,0,12.299999999999999,0,0.0,0.4715446771101889
6.3,2.5,7.9,5.0,2.3,3.07,1,11.1,0,0.0,0.567567516435359
9.5,0.0,8.4,0.3,5.8,3.07,2,15.3,1,0.0,0.6209149920970594
6.5,1.4,8.1,2.0,6.0,3.06,1,13.9,0,0.0,0.46762586563842695
8.7,1.6,5.3,4.7,3.7,3.2,2,13.999999999999998,0,0.0,0.6214285270408195
8.4,1.3,5.3,2.2,6.8,2.92,2,16.5,0,0.0,0.5090908782369165
9.7,2.6,8.4,2.1,1.2,3.38,2,13.499999999999998,0,0.0,0.7185184652949286
8.8,0.4,6.4,1.7,6.7,3.05,2,15.9,1,0.0,0.5534590846881079
7.2,3.9,5.3,3.1,4.5,3.03,2,15.6,0,0.0,0.46153843195266464
8.7,2.8,7.1,1.9,3.5,3.12,2,15.0,0,0.0,0.5799999613333359
7.0,1.1,6.0,2.9,7.0,2.87,1,15.1,0,0.0,0.46357612823999156
8.3,3.9,8.0,0.3,3.5,3.04,2,15.700000000000001,1,0.0,0.5286623867094021
5.4,3.8,6.5,0.6,7.7,3.14,0,16.900000000000002,0,0.0,0.319526608312035
8.2,1.1,5.1,5.8,3.8,3.5,2,13.1,0,3.552713678800501e-15,0.6259541506905228
6.3,2.7,8.5,3.7,2.8,2.72,1,11.8,0,0.0,0.5338982598391305
8.0,3.5,9.7,0.3,2.5,3.02,1,14.0,0,0.0,0.5714285306122479
5.8,3.8,8.7,5.0,0.7,2.95,0,10.3,0,0.0,0.5631067414459474
